Station,model_slope_CHLA,model_MAD_CHLA,model_pval_CHLA,model_intercept_CHLA,model_slope_TN,model_MAD_TN,model_pval_TN,model_intercept_TN,model_slope_DIN,model_MAD_DIN,model_pval_DIN,model_intercept_DIN,model_slope_TP,model_MAD_TP,model_pval_TP,model_intercept_TP,model_slope_TSS,model_MAD_TSS,model_pval_TSS,model_intercept_TSS,model_slope_SECCHI,model_MAD_SECCHI,model_pval_SECCHI,model_intercept_SECCHI
1ADOU000.60,1.3398833333333333,0.8360257849999998,0.010726857857329044,-2674.3777333333337,0.008966666666666689,0.011285409999999987,1,-16.74990000000006,NA,NA,NA,NA,-6.875000000000006e-5,0.0016782208333333314,0.6098450595591846,0.200062500000001,0.5,0.464548,0.003239921272238347,-990,-0.004648148148148144,0.007852288888888895,0.17480468749999997,9.881555555555554
1ANEA000.57,-0.32281249999999995,1.2248870549999997,0.232421875,665.8694999999989,-0.08896520146520147,0.033059807692307715,0.005857099085284128,180.12186813186815,NA,NA,NA,NA,-0.0017559523809523802,0.0016442785256410239,0.005889270041817481,3.6009020146520143,-0.941538461538461,0.4778986410256405,0.005889270041817481,1916.0338461538443,0.03464285714285714,0.00922947916666668,0.014029060898300376,-69.16678571428572
1AOCC002.47,-1.1802202380952382,0.685840758333333,0.01953125,2388.073857142858,-0.0396279761904762,0.012426090277777762,0.01171875,80.73911607142861,NA,NA,NA,NA,-0.0034848484848484843,0.001765891414141414,0.0078125,7.0686363636363625,-0.6405723905723905,0.5217001262626261,0.02734375,1301.0867003367002,0.02670454545454546,0.010823104797979786,0.0390625,-53.040909090909096
1APOH000.93,0.024277777777777898,0.2776271458333335,0.9374999999999998,-33.12166666666735,-0.01584027777777778,0.052333720833333354,0.15625000000000006,33.016479166666684,NA,NA,NA,NA,-0.003833333333333333,0.005189100000000001,0.046875000000000014,7.772666666666664,NA,NA,NA,NA,0,0,0.1814492077214203,0.5
1APOH002.32,0.316416666666667,0.32499415666666615,0.006835937500000005,-624.368083333334,-0.15802083333333333,0.027642253333333318,0.003251806125512239,319.27447916666665,NA,NA,NA,NA,-4.861111111111102e-4,0.0011737249999999998,0.5047392591799147,1.0306944444444426,-0.14166666666666677,0.6177499999999999,0.3012695312500002,294.4833333333336,0.011111111111111108,0.03294666666666666,0.14515128094111193,-21.50555555555555
1AQUA000.43,2.5715416666666666,0.4281213416666669,0.00390625,-5155.695291666667,-0.010133333333333328,0.029034250000000022,0.203125,21.36573333333329,NA,NA,NA,NA,0.0025000000000000005,0.0010378199999999988,0.01171875,-4.954500000000007,1.433333333333333,0.7639508333333339,0.01171875,-2863.766666666666,-0.032916666666666664,0.018267750000000003,0.09765625,66.72833333333331
LE2.2,-0.24232007575757586,0.21793209136363637,0.0058976411819458095,498.8709753787882,-0.007373376623376623,0.008208977972027966,0.0015923527259907567,15.548977272727273,-0.001284699074074074,0.004400575553030303,0.22461498842054986,2.643073333333333,-5.614801864801863e-4,2.660015454545452e-4,4.127768281649536e-5,1.1660877622377621,-0.09936868686868683,0.060623738636363604,4.17525043367582e-4,204.40574494949482,0.003472222222222228,0.01642653409090909,0.7102901192688726,-5.634722222222271
LE3.1,0.20101406926406928,0.16086956730769233,0.0017537222408484092,-392.5208668831169,0.0046666666666666835,0.004117277350427373,0.030968820274677268,-8.792541666666711,-5.580357142857145e-4,8.548370192307688e-4,0.008937932297726525,1.1458690476190494,7.178571428571433e-4,5.402885625000006e-4,2.534389495849609e-4,-1.3864821428571437,0.012878787878787792,0.34044888888888886,0.5774104068187204,-12.349242424242304,-0.012249999999999995,0.008432777777777775,6.386773066050504e-4,25.551166666666646
LE3.2,0.21258403361344524,0.22281212916666662,6.389617919921884e-5,-417.6932492997197,0.00467916666666667,0.003618822850877196,0.007759513775012634,-8.919008333333341,-2.2348484848484722e-5,9.324164062499995e-4,0.2839276309671702,0.053063636363636354,5.711111111111111e-4,5.282448888888907e-4,5.245208740234374e-5,-1.1072688888888895,0.09970238095238096,0.2250375,0.006931076846416632,-193.5014880952381,-0.017619825708061004,0.009307433333333344,5.960464477539071e-7,36.64251089324618
LE3.4,0.25666666666666593,0.1684692500000001,2.5033132590790614e-5,-505.95333333333474,0.008457187499999998,0.005613288333333332,0.0029903989803485164,-16.471708124999992,-4.815476190476193e-4,5.742267045454543e-4,0.03948163986206062,0.9973000000000007,9.77962962962963e-4,9.272010763888892e-4,1.882470936791458e-4,-1.9260064814814812,0.07870370370370366,0.1404578742690058,0.008934442349665528,-153.51388888888889,-0.017916666666666678,0.006419754901960779,2.5033132590790614e-5,37.50875000000001
LE4.1,0.283826923076923,0.1258760663461539,1.3636228324736722e-4,-557.5742884615383,0.0034249999999999893,0.004139439791666689,0.033280741538814426,-6.239616666666609,0.0014930555555555556,0.0028804799999999965,0.46621836471362,-2.9139097222222228,9.297500000000005e-4,9.571418500000012e-4,0.015044927597045923,-1.7861386666666674,-0.12386363636363631,0.6715050877192982,0.3535860009489778,275.742803030303,-0.002878787878787876,0.0037920757575757645,0.00467351873501807,6.356969696969695
LE4.2,0.035248917748917724,0.13552258333333334,0.4839049991655333,-60.529859307359274,0.002022727272727272,0.004656674378787882,0.3242239604659452,-3.548681818181814,9.230769230769239e-4,0.0021297333198380575,0.24716576222476597,-1.75966153846154,2.408333333333346e-4,0.0013593588749999973,0.21821892261505166,-0.4228800000000024,0.15438596491228085,0.41690125730994115,0.5970840714545931,-293.4228070175441,0.0016666666666666661,0.0040153749999999894,0.10234086159109562,-2.5341666666666587
LE4.3,-0.045442890442890446,0.14611934759358286,0.10644761063508881,99.14816433566435,0.001168055555555552,0.002700052009803924,0.18396702680093052,-1.8233249999999732,2.1749999999999965e-4,8.606581249999994e-4,0.3530866710827942,-0.3566599999999994,1.584126984126991e-4,5.399451794871789e-4,0.5202955148188663,-0.26436880952381075,0.08968253968253971,0.2983451704545455,0.12802708148956324,-171.5444444444443,0.006666666666666621,0.015598187500000181,0.0017546755320838536,-12.243333333333203
LE5.1,0.018071428571428613,0.10931527499999995,0.3747503757476811,-28.66105952380965,-0.003224999999999996,0.004051851666666661,0.0028263508466410273,7.0476249999999965,-0.003083333333333332,0.004112642545454542,1.0764598846435563e-4,6.342999999999998,-6.274886621315195e-4,6.79034722222222e-4,3.356857195488454e-4,1.3333244557823134,0.06207482993197279,0.19415000000000004,0.44042962244587747,-103.0629251700683,0.004880952380952355,0.007495366666666672,0.008217697864562013,-9.247976190476193
LE5.2,-0.019629629629629688,0.08707294111111098,0.8751259430093796,44.01940740740732,-0.0036830357142857133,0.00553812875,0.16952300071716306,7.873316964285719,-0.005417989417989419,0.0026762659343434335,9.611365588731563e-5,11.049746031746032,-2.9583333333333284e-4,4.6104321428571576e-4,0.008217697864562013,0.655114583333333,0.06555555555555544,0.44725099999999995,0.9203402746007604,-121.31666666666655,0.01083333333333333,0.012231450000000003,7.855742274917961e-4,-20.940277777777766
LE5.3,0.011208333333333377,0.1339419277777776,0.9888126850128178,-15.40620833333338,-0.0025129870129870172,0.002697487762237756,0.0326697826385498,5.588340909090928,-0.0034291895604395602,0.0018510036363636366,1.66893005371094e-6,6.99147467948718,-3.721428571428566e-4,6.569428055555556e-4,0.005330443382263191,0.8105273809523834,-0.10523809523809516,0.3039330000000003,0.22918963432312053,229.51285714285706,0.009821428571428575,0.007687555555555555,6.403348887188663e-5,-18.986309523809524
LE5.4,-0.07553030303030303,0.12779562727272728,0.14901923296483155,159.9849242424241,-0.0037690476190476293,0.0033302020000000143,0.002415657043457031,8.100534722222225,-0.0015884803921568625,0.0014767528475935832,1.3636228324736722e-4,3.270032598039217,-3.6749999999999993e-4,3.679128923076923e-4,1.9242302667729972e-4,0.793585833333333,-0.12920875420875422,0.32775693434343417,0.3384212079785706,268.23779461279463,0.004166666666666652,0.004883166666666689,0.0028249427008007685,-7.28125
PMS01,-0.08298020833333336,0.2264378068750001,0.03182263084606979,169.9758333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2539772727272728,0.6629580681818181,0.04207992553710937,-496.50625,-0.024738562091503262,0.015540838310708871,0.008536874265211693,51.22859477124179
PMS10,-0.30419925000000003,0.24433505208636358,2.1362304687500005e-4,616.6132857500002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34375,0.3676517628205128,0.00428485870361328,-678.09375,-0.01143162393162393,0.013564580419580424,0.0027263164520263668,23.991880341880332
PMS21,-0.2814380357142857,0.2295651480808824,0.0014669029283457592,571.8911447222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2732098765432099,0.24743665740740733,0.005541801452636718,-538.4194444444445,-0.008597883597883597,0.013519143266908219,0.003452539443969726,18.03629148629149
PMS29,-0.32259230158730157,0.14364809120512803,4.5776367187500014e-5,656.6770560317461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1708002645502645,0.25190472222222204,0.02633094787597656,-330.42906746031736,-0.0031521739130434823,0.010642363171355484,0.16952300071716306,7.109746376811601
PMS37,-0.4619444444444445,0.23057256941666665,0.0014695982456722745,935.098888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10185185185185189,0.3486855555555557,0.09579944610595702,-192.72222222222223,-0.010555555555555554,0.00906033333333334,0.1310050943367515,21.965555555555554
PMS44,-0.6109436111111111,0.2521595195833335,4.8030019257880486e-4,1236.9251508333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1033333333333334,0.30097749019607867,0.07013702392578124,-195.0033333333336,-0.0050000000000001155,0.008545541666666486,0.05538393307497999,10.720000000000255
PMS51,-0.6566143338815789,0.14532527485383753,0.0017545995353438052,1330.2886677631577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12750000000000003,0.3777884444444444,0.2722101211547851,-245.03000000000011,-0.006562499999999995,0.006743770833333335,0.0028151468838896318,13.81604166666667
RET2.4,0.4158051346801346,0.28207151388888896,2.5033132590790614e-5,-826.6247335858583,-0.007643149038461537,0.007012191128205131,0.0017556291536891808,16.223890625000003,-0.008372450657894734,0.004583675970394734,3.359212215357872e-4,17.07517000182748,-2.62997159090909e-4,4.0771500000000033e-4,0.047053802332280875,0.5959154356060594,0.24675505050505053,0.18041965940656568,2.1543913446087356e-4,-485.1732702020205,-0.006294191919191915,0.010192874999999999,0.0015796422958374047,13.433055555555551
RET3.1,0.26441666666666663,0.2309006942307694,4.6463510742340185e-4,-514.7777500000002,-0.0054011904761904796,0.006036944903846159,5.748559189878359e-4,11.541990476190485,-6.266666666666671e-4,0.0015659962499999997,0.018404233154430273,1.279433333333334,-4.2880952380952445e-4,5.815439666666659e-4,0.006358246622638375,0.9450995238095264,-0.6666666666666679,0.49214083333333114,4.127768281649536e-5,1375.5000000000005,-0.0031944444444444464,0.002707198529411766,0.04004864939495128,6.73430555555556
RET3.2,0.3496369047619047,0.1726964250000001,4.124037810770441e-5,-688.3911904761903,0.00626190476190477,0.005070492000000001,0.01132024948371647,-11.987214285714312,-0.0010911375661375664,7.090397222222224e-4,5.173556177425246e-4,2.2096216931216937,9.067307692307689e-4,5.48378711538462e-4,9.083747863769545e-5,-1.7588685897435927,0.01250000000000005,0.6723179166666662,0.5270590782165532,-5.475000000000623,-0.0031212121212121154,0.006683466666666664,0.04105626151672628,6.952878787878783
RET4.1,0.15814583333333337,0.2183094180555556,0.001443160215399633,-307.80708333333325,-4.4841269841264025e-5,0.005939501862745112,0.8976863920334619,0.8016888888888815,8.059210526315798e-4,0.0030403268319838055,0.8303157317821511,-1.4749331140350903,-9.852564102564181e-5,9.7608935128205e-4,0.28395220251993714,0.2982932692307731,-0.12380952380952388,0.49508250000000026,0.5202529350123579,287.7714285714285,0.001424242424242423,0.004303514335664339,0.7453276641492743,-2.4170303030303
RET4.2,0.15323717948717952,0.12679945139860144,2.781152725219731e-4,-298.9336858974359,-0.003130952380952381,0.006226338588235294,0.08540916442871092,6.98479166666667,0.0019166666666666672,9.623662499999963e-4,0.05264079570770274,-3.719583333333337,-0.0010764743589743594,8.242188977272746e-4,0.002573240172439012,2.2578555128205133,-0.8166666666666672,0.776251644736842,0.0015923527259907567,1681.933333333334,3.333333333333327e-4,0.0038437777777777815,0.040599698958606475,-0.24799999999999237
RET4.3,0.2840625,0.17220594078947357,0.011444361194530963,-556.7940624999999,3.764285714285688e-4,0.006529043875000011,0.5970840714545931,-0.09173357142856599,0.001150505050505051,0.0010700178787878777,0.14901923296483155,-2.194005555555557,2.3105555555555542e-4,9.189538121794879e-4,0.19357823584319309,-0.3722679999999997,-0.268333333333333,0.5101491818181811,0.014566472335919182,572.0166666666653,0,0.003912416666666663,0.9740990030062106,0.5333333333333286
RET5.1A,0.40154166666666663,0.15273133333333327,4.17525043367582e-4,-792.9159583333333,0.003765909090909089,0.0045965624760765595,1.880631040562029e-4,-6.925718181818192,-0.0026203282828282824,0.001176680037878788,1.2151310451147448e-4,5.3292907828282825,-5.45833333333331e-4,3.003441666666627e-4,1.8143653869628904e-4,1.1699541666666633,-0.1406250000000003,0.29614560606060586,0.02311403814133703,305.5885416666675,0.0021527777777777773,0.006502214743589743,0.23580280286467842,-3.8410416666666647
RET5.2,0.1231310916179337,0.1298832019005849,2.3925304412841835e-4,-237.0571832358674,-0.0025045833333333352,0.006386917249999992,0.07413077200491407,5.618937499999999,-0.003895634920634921,0.0032576284090909094,1.0811169912186737e-4,7.990561111111113,-9.538461538461534e-4,4.341356923076911e-4,1.9227780551144468e-4,1.9951769230769225,-0.20833333333333304,0.3935870135746607,0.13552808761596705,445.99999999999955,0.004121212121212121,0.005234963257575758,0.008937932297726525,-7.747636363636365
TF2.1,-0.07556290064102567,0.22034979934210522,0.46624111426824066,163.6864443108974,-0.036153125000000036,0.008860426759090927,1.940349748052444e-5,74.18588020833349,-0.033029687499999995,0.014391037812500002,2.264976501464847e-6,67.40775833333333,-7.122419247419251e-4,5.213466805555561e-4,0.001442349488531212,1.4971496461871472,0.21954837490551793,0.20609440526315792,0.0071890354156494245,-426.23096182917675,-0.008333333333333331,0.005118500000000003,1.9169772851020984e-4,17.39999999999999
TF2.2,-0.2128836996336996,0.35480814444444453,0.012604832649230978,440.85374267399266,-0.028756493506493484,0.01297151450000003,1.938453580139085e-5,59.209440909090844,-0.025313194444444437,0.022611574873188423,5.957433281694158e-5,51.70832986111107,-5.521666666666668e-4,5.756606333333329e-4,0.002342226794816914,1.1713691666666675,0.06510416666666659,0.16321522321428594,0.5202955148188663,-115.97343749999979,-0.0031746031746031794,0.005834305555555552,0.11160361277454421,6.999206349206361
TF2.3,-0.33838319088319085,0.3865121832264958,1.7173282845514112e-4,694.6324287749287,-0.02133597222222222,0.015245775833333319,4.127768281649536e-5,44.23176055555554,-0.018008134920634924,0.017734523888888885,2.0515918731689486e-4,36.91220833333334,-6.036485042735049e-4,4.212368611111117e-4,1.633167266845706e-5,1.2758626388888898,0.020833333333333308,0.18226566666666666,0.9203362231375082,-28.42500000000033,-3.333333333333299e-4,0.004804722222222219,0.9740990030062106,1.2716666666666752
TF2.4,0.22375416666666686,0.42690385347593557,0.018410196476364254,-437.5236041666671,-0.012728273809523818,0.011681946666666667,9.59557392613837e-5,26.833707142857172,-0.017702083333333337,0.014623265681818178,1.9227780551144468e-4,36.21855416666668,-6.953088578088573e-4,2.204966363636373e-4,1.9242302667729972e-4,1.4643347610722577,0.02353896103896091,0.23872740586336744,0.764153801880306,-33.669913419913,-0.002232142857142857,0.004258062499999988,0.06905245446403026,5.109821428571428
TF3.1B,-0.4930125000000001,0.22625093749999914,1.0811169912186737e-4,1007.4912625000003,-0.01446,0.00801115849999999,1.668930053710937e-6,29.84234,-6.365740740740726e-4,0.009134463333333332,0.8081064670124245,1.711011574074075,-6.373809523809513e-4,8.506417499999997e-4,0.0034035993512280902,1.3477219047619053,-0.3809523809523808,0.31769999999999937,1.5258789062499997e-4,783.7857142857139,0.016754385964912282,0.006520694444444441,1.940349748052444e-5,-33.0840350877193
TF3.1E,-0.5308048433048433,0.4465011561383061,0.0011826882634757732,1078.9188746438747,-0.011793055555555567,0.007654817789855092,1.9073486328125e-5,24.56484861111117,-0.0017250000000000065,0.009319848897058825,0.5774104068187204,3.880708333333331,-5.657407407407408e-4,3.4024297222222155e-4,4.422664642333991e-5,1.1951925925925921,-0.23666666666666664,0.12728241958041964,4.75168228149414e-4,490.80999999999995,0.016166666666666663,0.007682275641025639,3.2195353095668555e-5,-31.828333333333326
TF3.1F,-0.25765277777777784,0.3481639,0.14385986328125003,521.7510972222224,-0.004916666666666663,0.008423863636363644,0.08317865103766373,10.58649999999999,NA,NA,NA,NA,5.952380952380941e-5,4.933853846153839e-4,0.888840680809476,-0.07291666666666774,-0.21309523809523806,0.12504346153846163,0.03614825604725168,437.4749999999998,0.01944444444444445,0.014826000000000013,0.0017545995353438052,-38.13425925925928
TF3.2,-0.732458333333333,0.44295616666666643,2.410217282938364e-4,1501.4117083333326,-0.01155710955710956,0.006367367279411764,2.2047905468123922e-5,23.982928088578092,0.0033407738095238126,0.010860780416666667,0.15725685130357636,-6.467075892857146,-1.9918831168831165e-4,0.001093979090909091,0.035431385040283196,0.4808676948051962,-0.7043859649122808,0.30201111111111106,1.940349748052444e-5,1438.8894736842108,0.011577380952380954,0.007545374999999997,1.9365588871740895e-5,-22.87625
TF3.2A,0.378076923076923,0.4857890961538461,0.057407677557250736,-734.748076923077,-0.005586666666666651,0.004860569318181822,0.003103523052204139,11.988706666666667,-0.004179374999999999,0.0063587369485294115,0.008217697864562013,8.541166874999996,-8.896990740740738e-4,0.001076601952777778,0.3603911399841308,1.872355439814815,-0.3683333333333333,0.40991144444444466,4.169571934389706e-4,769.8141666666661,0.00402958152958153,0.0035520625,3.0074833656986165e-4,-7.7018434343434325
TF3.3,0.3257470238095238,0.29304495568181904,3.727674484252935e-4,-637.424333333333,-9.544444444444392e-4,0.006303188365384611,0.6996937043499272,2.6172199999999823,-0.003012500000000001,0.005147283076923078,0.014561441430345006,6.151279166666669,-3.416666666666665e-4,7.129561764705884e-4,0.0802028179168701,0.7721749999999984,-0.21666666666666662,0.2629397435897435,0.0035616393197702633,462.76666666666716,0,0.005118499999999999,0.4209652205167463,0.3999999999999915
TF4.2,0.19779761904761906,0.18457229538461536,1.0811169912186737e-4,-392.33982142857144,-0.015017857142857142,0.004930866923076919,4.5361122141999294e-4,30.728666666666662,-0.0038666666666666667,0.005172626666666668,0.014561441430345006,7.938724999999996,-6.261111111111111e-4,6.681995833333327e-4,0.0034035993512280902,1.3282872222222222,0.06547619047619047,0.31291413461538453,0.4653637176398285,-112.21428571428572,-0.004166666666666666,0.006177499999999957,0.014881724561192612,8.96041666666666
TF4.4,0.13209325396825394,0.0848170749999999,9.083747863769545e-5,-261.5303075396825,-0.0020681818181818227,0.00785831203349282,0.041045941748798255,4.705409090909101,2.1074074074074083e-4,0.0036853592222222207,0.8553357124328618,-0.27381888888888783,4.97613636363637e-4,6.776268227272732e-4,0.008937932297726525,-0.9331854545454561,0.3693181818181819,0.21312375,2.264976501464847e-6,-734.4564393939395,-0.015138888888888868,0.010776305555555508,4.898950141612185e-5,31.177361111111033
TF5.2,0.016177083333333335,0.03341977030228757,0.28395220251993714,-31.102812500000013,-0.009028703703703705,0.006639260325126267,5.173556177425246e-4,18.5911462962963,-0.002158333333333333,0.006695723611111112,0.29698981380018474,4.5162416666666685,-0.0016916666666666664,0.0010743907999999996,0.036067962646484375,3.428383333333331,-0.20405092592592594,0.5652461527777778,0.5580474458622315,418.94111111111107,NA,NA,NA,NA
TF5.2A,-0.016909090909090905,0.12083278092691638,0.36809581292774113,37.61018181818178,-0.022539186507936515,0.01710804436403508,1.938453580139085e-5,45.88685714285715,-0.017158333333333338,0.012350734583333335,1.938453580139085e-5,34.76622500000002,-0.0020915476190476187,4.5311962500000014e-4,4.127768281649536e-5,4.260290476190475,-0.2216666666666666,0.3058377291666667,0.06533613972550846,453.60833333333323,0.005555555555555557,0.013498140318627448,0.5390058327309049,-10.08055555555554
TF5.3,-0.27210526315789463,0.3970931319444445,1.0764598846435563e-4,555.887526315789,-0.02559375,0.01636619330769231,1.940349748052444e-5,52.181749999999994,-0.016524836601307193,0.011597171608734403,1.1920928955078144e-7,33.62166960784314,-0.0021000793650793647,5.275931078431369e-4,2.384185791015624e-6,4.28780880952381,-0.18958333333333344,0.29703479166666646,0.38349592261766274,389.08333333333337,0.008571428571428579,0.011560749999999995,0.03829902909090801,-16.361666666666675
TF5.4,0.3679416666666667,1.0935624261111114,0.4320114000125168,-711.1788083333338,-0.018922486772486764,0.010981516222222213,6.716225565932535e-5,38.869553174603155,-0.008469102564102562,0.004560289899038462,1.1920928955078144e-7,17.212181666666666,-0.002169285714285714,0.001010771374999998,7.453303968322752e-5,4.436223571428569,-0.31666666666666704,0.14147153846153862,3.576278686523443e-7,661.8416666666677,0.0027046783625730986,0.0029794438596491206,0.013587810031625956,-5.003508771929827
TF5.5,0.5084444444444447,0.8211282757575756,0.36809581292774113,-987.5064444444452,-0.016846710526315787,0.008790301704545436,1.940349748052444e-5,34.75901359649123,-0.013633333333333332,0.006184501166666661,2.2005379101499183e-05,27.628522222222216,-0.0023988344988344987,0.0014788752602952597,1.2957474661289556e-4,4.911898018648019,-0.29913419913419903,0.25632613636363655,3.2975347709829735e-5,623.9008658008657,9.72222222222225e-4,0.0058297077352472025,0.4444002962979384,-1.4879166666666825
TF5.5A,0.7612962962962967,0.6785432187500002,8.723940744846511e-4,-1501.0866666666673,-0.01203333333333334,0.004620579923076926,2.2047905468123922e-5,25.062066666666645,-0.008915509259259262,0.007001938854166667,5.271091955203054e-5,18.082746527777783,-0.001844444444444445,7.312983333333343e-4,4.529953002929687e-6,3.7883888888888895,-0.46083333333333315,0.3381151666666667,7.212904501406444e-5,950.259166666666,0,0.007968975,0.3985475190096183,0.5099999999999909
TF5.6,0.7815025252525254,0.38269612499999967,5.271091955203054e-5,-1561.77941919192,-0.007561220760233913,0.00414341772727273,0.0018263146992867725,15.941041849415196,-0.01195238095238095,0.007592147499999998,3.2195353095668555e-5,24.2737619047619,-9.63333333333333e-4,7.570869444444444e-4,1.530297163217737e-4,1.996626666666667,-0.08854166666666674,0.17101921052631575,0.013181829419225051,195.43749999999955,0.002863636363636366,0.005885472727272727,0.007042529121108771,-5.2417727272727355
PMS39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06666666666666665,0.008236666666666637,0.0625,134.63333333333333
