STATION_ID,variable,mean,median
1BCRO009.19,CHLa,4.484733333333334,4.5249999999999995
1BCRO009.19,NITROGEN_TOTAL,0.4730641025641026,0.44833333333333336
1BCRO009.19,PHOSPHORUS_TOTAL,0.014301587301587301,0.015
1BCRO009.19,SECCHI_DEPTH,3.5317777777777777,3.5
1BCRO009.79,CHLa,4.6604777777777775,4.46
1BCRO009.79,NITROGEN_TOTAL,0.4651666666666667,0.46166666666666667
1BCRO009.79,PHOSPHORUS_TOTAL,0.014053968253968254,0.013333333333333334
1BCRO009.79,SECCHI_DEPTH,3.1502222222222223,3.075
1BXCE000.63,CHLa,6.91213492063492,5.761666666666667
1BXCE000.63,NITROGEN_TOTAL,0.500051282051282,0.47833333333333333
1BXCE000.63,PHOSPHORUS_TOTAL,0.01756031746031746,0.018333333333333333
1BXCE000.63,SECCHI_DEPTH,2.838888888888889,2.7
2-APP020.23,PHOSPHORUS_TOTAL,0.03163333333333333,0.03166666666666666
2-APP020.23,SECCHI_DEPTH,1.0716666666666668,1.0583333333333333
2-BRI010.78,CHLa,7.580711111111111,7.2035
2-BRI010.78,NITROGEN_TOTAL,0.4991833333333333,0.5095833333333333
2-BRI010.78,PHOSPHORUS_TOTAL,0.017155555555555556,0.0175
2-BRI010.78,SECCHI_DEPTH,1.5063333333333333,1.4
2-BRI013.12,CHLa,9.690211111111111,8.746500000000001
2-BRI013.12,NITROGEN_TOTAL,0.5301944444444444,0.5216666666666667
2-BRI013.12,PHOSPHORUS_TOTAL,0.020933333333333335,0.021666666666666667
2-BRI013.12,SECCHI_DEPTH,1.2943333333333333,1.21
2-JKS044.60,CHLa,2.629111111111111,2.1288333333333336
2-JKS044.60,PHOSPHORUS_TOTAL,0.013234567901234567,0.012777777777777775
2-JKS044.60,SECCHI_DEPTH,3.3830769230769233,3.45
2-JKS046.40,CHLa,2.94425,2.5575
2-JKS046.40,PHOSPHORUS_TOTAL,0.01204320987654321,0.011944444444444442
2-JKS046.40,SECCHI_DEPTH,3.020952380952381,3.033333333333333
2-JKS048.90,CHLa,3.1244722222222223,3.05
2-JKS048.90,PHOSPHORUS_TOTAL,0.014243827160493827,0.014583333333333334
2-JKS048.90,SECCHI_DEPTH,2.4927380952380953,2.5700000000000003
2-JKS053.48,CHLa,7.538439393939393,6.341666666666667
2-JKS053.48,PHOSPHORUS_TOTAL,0.0273578431372549,0.021666666666666667
2-JKS053.48,SECCHI_DEPTH,1.3404761904761904,1.28
2-MBN000.96,CHLa,11.743792063492064,11.333571428571428
2-MBN000.96,NITROGEN_TOTAL,0.6130634920634921,0.6166666666666667
2-MBN000.96,PHOSPHORUS_TOTAL,0.02626031746031746,0.026666666666666665
2-MBN000.96,SECCHI_DEPTH,1.1182857142857143,1.0683333333333334
2-POL017.59,CHLa,7.252539682539682,7.068722222222222
2-POL017.59,NITROGEN_TOTAL,0.344989898989899,0.3433333333333333
2-POL017.59,PHOSPHORUS_TOTAL,0.014634920634920634,0.015
2-POL017.59,SECCHI_DEPTH,2.3206944444444444,2.3099999999999996
2-SDY004.27,CHLa,11.991485714285714,11.109833333333333
2-SDY004.27,NITROGEN_TOTAL,0.5963365079365079,0.6020000000000001
2-SDY004.27,PHOSPHORUS_TOTAL,0.0260515873015873,0.025
2-SDY004.27,SECCHI_DEPTH,1.1203809523809525,1.1
2-SDY005.85,CHLa,13.129485714285714,12.189666666666668
2-SDY005.85,NITROGEN_TOTAL,0.6081190476190477,0.6091666666666666
2-SDY005.85,PHOSPHORUS_TOTAL,0.028154761904761905,0.027916666666666666
2-SDY005.85,SECCHI_DEPTH,1.0324761904761905,1
4ABSA000.62,CHLa,2.651519230769231,2.5391666666666666
4ABSA000.62,DIN,0.4591944444444444,0.2922222222222222
4ABSA000.62,NITROGEN_TOTAL,0.41430555555555554,0.45833333333333337
4ABSA000.62,PHOSPHORUS_TOTAL,0.01482204861111111,0.012916666666666663
4ABSA000.62,SECCHI_DEPTH,2.7728,2.8
4ABSA000.62,TSS,3.9622222222222225,3.5
4ABWR002.50,CHLa,2.5187066666666666,2.3933333333333335
4ABWR002.50,DIN,0.2947326388888889,0.32555555555555554
4ABWR002.50,NITROGEN_TOTAL,0.4210833333333333,0.455
4ABWR002.50,PHOSPHORUS_TOTAL,0.02013963963963964,0.013333333333333334
4ABWR002.50,SECCHI_DEPTH,2.8373717948717947,2.8583333333333334
4ABWR002.50,TSS,4.468923611111111,4.25
4ABWR010.55,CHLa,4.672467948717949,4.351333333333334
4ABWR010.55,DIN,0.33215555555555554,0.35111111111111115
4ABWR010.55,NITROGEN_TOTAL,0.4876388888888889,0.505
4ABWR010.55,PHOSPHORUS_TOTAL,0.028115615615615618,0.02416666666666667
4ABWR010.55,SECCHI_DEPTH,1.9232692307692307,1.8875
4ABWR010.55,TSS,6.623809523809524,5.311111111111112
4ABWR017.42,CHLa,13.62066,13.644
4ABWR017.42,DIN,0.3383760683760684,0.2744444444444445
4ABWR017.42,NITROGEN_TOTAL,0.5890079365079365,0.5883333333333334
4ABWR017.42,PHOSPHORUS_TOTAL,0.04656190476190476,0.042
4ABWR017.42,SECCHI_DEPTH,1.034871794871795,1.0583333333333333
4ABWR017.42,TSS,13.172222222222222,12.430555555555555
4ACCK001.80,CHLa,1.7945,1.7095833333333332
4ACCK001.80,NITROGEN_TOTAL,0.4326590909090909,0.46458333333333335
4ACCK001.80,PHOSPHORUS_TOTAL,0.03773796296296296,0.014
4ACCK001.80,SECCHI_DEPTH,3.0772222222222223,3.1
4ACOA000.60,CHLa,2.51374,2.2783333333333333
4ACOA000.60,DIN,0.26568888888888886,0.29666666666666663
4ACOA000.60,NITROGEN_TOTAL,0.4300079365079365,0.45
4ACOA000.60,PHOSPHORUS_TOTAL,0.019230034722222223,0.014083333333333333
4ACOA000.60,SECCHI_DEPTH,2.893269230769231,2.885
4ACOA000.60,TSS,4.558333333333334,4.319444444444445
4AGIL002.39,CHLa,4.78624358974359,4.505833333333333
4AGIL002.39,DIN,0.20399603174603173,0.22333333333333333
4AGIL002.39,NITROGEN_TOTAL,0.4254484126984127,0.4533333333333333
4AGIL002.39,PHOSPHORUS_TOTAL,0.030760802469135803,0.02666666666666667
4AGIL002.39,SECCHI_DEPTH,1.8643333333333334,1.7833333333333332
4AGIL002.39,TSS,8.229273504273504,6.3
4AROA000.00,CHLa,5.4421330891330895,4.996666666666666
4AROA000.00,NITROGEN_TOTAL,0.42121296296296296,0.4163888888888889
4AROA000.00,PHOSPHORUS_TOTAL,0.019597069597069597,0.02
4AROA000.00,SECCHI_DEPTH,1.36,1.4
4AROA004.54,CHLa,4.128238095238095,4.108333333333333
4AROA004.54,NITROGEN_TOTAL,0.422462962962963,0.42083333333333334
4AROA004.54,PHOSPHORUS_TOTAL,0.020313797313797313,0.02
4AROA004.54,SECCHI_DEPTH,1.2674358974358975,1.2166666666666666
4AROA008.66,CHLa,2.512,2.435
4AROA008.66,NITROGEN_TOTAL,0.4553333333333333,0.4408333333333333
4AROA008.66,PHOSPHORUS_TOTAL,0.019512820512820512,0.018333333333333333
4AROA008.66,SECCHI_DEPTH,1.480138888888889,1.475
4AROA018.36,CHLa,3.9585750915750917,3.633888888888889
4AROA018.36,NITROGEN_TOTAL,0.327212962962963,0.3086111111111111
4AROA018.36,PHOSPHORUS_TOTAL,0.012843711843711844,0.013333333333333334
4AROA018.36,SECCHI_DEPTH,2.036025641025641,2.0166666666666666
4AROA022.52,CHLa,4.274675824175824,4.1883333333333335
4AROA022.52,NITROGEN_TOTAL,0.3221805555555556,0.3175
4AROA022.52,PHOSPHORUS_TOTAL,0.012866300366300366,0.0125
4AROA022.52,SECCHI_DEPTH,1.946923076923077,1.94
4AROA028.04,CHLa,5.503527472527472,5.096666666666667
4AROA028.04,NITROGEN_TOTAL,0.3297638888888889,0.33166666666666667
4AROA028.04,PHOSPHORUS_TOTAL,0.015648351648351648,0.015
4AROA028.04,SECCHI_DEPTH,1.6183333333333334,1.6
4AROA032.42,CHLa,8.196233211233212,7.25
4AROA032.42,NITROGEN_TOTAL,0.3787962962962963,0.38666666666666666
4AROA032.42,PHOSPHORUS_TOTAL,0.020322954822954823,0.020555555555555556
4AROA032.42,SECCHI_DEPTH,1.607948717948718,1.4
4AROA038.49,CHLa,13.538148148148148,12.258333333333333
4AROA038.49,NITROGEN_TOTAL,0.4663968253968254,0.4816666666666667
4AROA038.49,PHOSPHORUS_TOTAL,0.03291418650793651,0.032916666666666664
4AROA038.49,SECCHI_DEPTH,1.0237179487179486,1.0166666666666666
4AROA043.14,CHLa,14.052285714285714,13.36
4AROA043.14,NITROGEN_TOTAL,0.512125,0.5229166666666667
4AROA043.14,PHOSPHORUS_TOTAL,0.043736263736263735,0.04
4AROA043.14,SECCHI_DEPTH,0.7572222222222222,0.7366666666666667
4AROA140.66,CHLa,4.324009803921569,4.15
4AROA140.66,DIN,0.24494949494949494,0.24444444444444444
4AROA140.66,NITROGEN_TOTAL,0.4254761904761905,0.41444444444444445
4AROA140.66,PHOSPHORUS_TOTAL,0.017024801587301585,0.0155
4AROA140.66,SECCHI_DEPTH,1.9037037037037037,1.9633333333333334
4AROA140.66,TSS,5.794444444444444,5.055555555555555
4AROA145.34,CHLa,5.204631944444444,5.351
4AROA145.34,NITROGEN_TOTAL,0.4496984126984127,0.4541666666666666
4AROA145.34,PHOSPHORUS_TOTAL,0.01911525189786059,0.018333333333333333
4AROA145.34,SECCHI_DEPTH,1.5015686274509803,1.5666666666666667
4AROA153.59,PHOSPHORUS_TOTAL,0.02080687830687831,0.020833333333333336
4AROA158.22,CHLa,2.2085246913580248,1.94
4AROA158.22,DIN,0.2906623931623932,0.32999999999999996
4AROA158.22,NITROGEN_TOTAL,0.4555757575757576,0.49291666666666667
4AROA158.22,PHOSPHORUS_TOTAL,0.018493650793650795,0.0125
4AROA158.22,SECCHI_DEPTH,3.079012345679012,3.08
4AROA158.22,TSS,4.104761904761905,3.416666666666667
4AROA163.76,CHLa,2.6628765432098764,2.296
4AROA163.76,DIN,0.2791423611111111,0.29666666666666663
4AROA163.76,NITROGEN_TOTAL,0.4718181818181818,0.4820833333333333
4AROA163.76,PHOSPHORUS_TOTAL,0.015430555555555555,0.012361111111111107
4AROA163.76,SECCHI_DEPTH,2.9289102564102563,2.9
4AROA163.76,TSS,4.166993464052288,3.5
4AROA167.34,CHLa,2.993895061728395,2.895
4AROA167.34,DIN,0.2775151515151515,0.3377777777777778
4AROA167.34,NITROGEN_TOTAL,0.50675,0.5279166666666666
4AROA167.34,PHOSPHORUS_TOTAL,0.018004930254930253,0.015
4AROA167.34,SECCHI_DEPTH,2.644012345679012,2.68
4AROA167.34,TSS,4.2898148148148145,3.388888888888889
4AROA175.63,CHLa,7.514971611721612,7.014166666666666
4AROA175.63,DIN,0.32759365079365077,0.2911111111111111
4AROA175.63,NITROGEN_TOTAL,0.6660378787878788,0.7083333333333333
4AROA175.63,PHOSPHORUS_TOTAL,0.026229166666666668,0.02291666666666667
4AROA175.63,SECCHI_DEPTH,1.6854497354497355,1.7
4AROA175.63,TSS,5.250326797385621,5.222222222222222
4AROA180.21,CHLa,10.20253205128205,9.95
4AROA180.21,DIN,0.40834343434343434,0.5211111111111111
4AROA180.21,NITROGEN_TOTAL,0.7454545454545455,0.79625
4AROA180.21,PHOSPHORUS_TOTAL,0.03265909090909091,0.03222222222222222
4AROA180.21,SECCHI_DEPTH,1.4901851851851853,1.525
4AROA180.21,TSS,6.301388888888889,5.766666666666667
4AROA183.64,CHLa,12.28566049382716,12.08
4AROA183.64,DIN,0.5086805555555556,0.5138194444444445
4AROA183.64,NITROGEN_TOTAL,0.8440227272727273,0.8685
4AROA183.64,PHOSPHORUS_TOTAL,0.03353086419753086,0.03083333333333333
4AROA183.64,SECCHI_DEPTH,1.3500617283950618,1.35
4AROA183.64,TSS,9.039814814814815,7.5
4AROA192.55,DIN,0.9485660430839002,0.9256666666666666
4AROA192.55,PHOSPHORUS_TOTAL,0.09393795093795095,0.1
4AROA192.55,TSS,13.233838383838384,13.2
4AROA192.94,CHLa,9.212300705467372,7.543333333333334
4AROA192.94,DIN,4.06213888888889,1.3460416666666668
4AROA192.94,NITROGEN_TOTAL,1.8854458874458875,1.8325
4AROA192.94,PHOSPHORUS_TOTAL,0.04886344537815126,0.045486111111111116
4AROA192.94,SECCHI_DEPTH,0.7922398589065256,0.8166666666666667
4AROA192.94,TSS,12.335470085470085,10.444444444444445
4AROA196.05,CHLa,1.29579917184265,0.8916666666666666
4AROA196.05,DIN,1.6794649470899472,1.711875
4AROA196.05,NITROGEN_TOTAL,2.179415343915344,2.0305
4AROA196.05,PHOSPHORUS_TOTAL,0.056082217261904765,0.04535714285714286
4AROA196.05,SECCHI_DEPTH,0.9532919254658385,0.9600000000000001
4AROA196.05,TSS,16.586111111111112,10.2
4ASRE046.90,CHLa,1.880111111111111,1.705
4ASRE046.90,DIN,0.13284188034188035,0.11833333333333335
4ASRE046.90,NITROGEN_TOTAL,0.23103333333333334,0.22725
4ASRE046.90,PHOSPHORUS_TOTAL,0.015826023391812865,0.013333333333333334
4ASRE046.90,SECCHI_DEPTH,3.5690476190476192,3.5166666666666666
4ASRE048.98,CHLa,1.845388888888889,1.664
4ASRE048.98,NITROGEN_TOTAL,0.22193333333333334,0.21433333333333332
4ASRE048.98,PHOSPHORUS_TOTAL,0.01423391812865497,0.012
4ASRE048.98,SECCHI_DEPTH,2.987222222222222,2.9
4ASRE052.31,CHLa,1.7839666666666667,1.7336666666666667
4ASRE052.31,PHOSPHORUS_TOTAL,0.016805555555555556,0.015
4ASRE052.31,SECCHI_DEPTH,2.836666666666667,2.825
4ASRE056.06,CHLa,2.5786547619047617,2.6821666666666664
4ASRE056.06,NITROGEN_TOTAL,0.279530303030303,0.31083333333333335
4ASRE056.06,PHOSPHORUS_TOTAL,0.022179861111111112,0.019166666666666665
4ASRE056.06,SECCHI_DEPTH,2.418111111111111,2.45
4AWTH000.40,CHLa,2.1939234567901233,2.05
4AWTH000.40,NITROGEN_TOTAL,0.44615151515151513,0.479
4AWTH000.40,PHOSPHORUS_TOTAL,0.015281362007168458,0.0125
4AWTH000.40,SECCHI_DEPTH,3.0641975308641975,3.05
4AWTH000.40,TSS,3.450555555555556,3.1944444444444446
6ACNR000.00,DIN,0.21332142857142858,0.20650000000000002
6ACNR000.00,PHOSPHORUS_TOTAL,0.1478787878787879,0.1
6ACNR000.00,TSS,5.59047619047619,5.166666666666666
6APNR008.15,DIN,0.2126,0.212
6APNR008.15,PHOSPHORUS_TOTAL,0.10765151515151515,0.1
6APNR008.15,TSS,24.897777777777776,5.583333333333333
7-LTR000.95,PHOSPHORUS_TOTAL,0.17816904761904762,0.15100000000000002
7-LTR000.95,SECCHI_DEPTH,0.39016666666666666,0.3916666666666667
8-COL000.99,CHLa,5.953333333333333,5.706666666666666
8-COL000.99,NITROGEN_TOTAL,0.439,0.43333333333333335
8-COL000.99,PHOSPHORUS_TOTAL,0.015333333333333334,0.015
8-COL000.99,SECCHI_DEPTH,1.9283333333333332,1.7333333333333334
8-NAR034.92,CHLa,4.979269230769231,5.555
8-NAR034.92,NITROGEN_TOTAL,0.40968055555555555,0.392
8-NAR034.92,PHOSPHORUS_TOTAL,0.013352564102564102,0.013000000000000001
8-NAR034.92,SECCHI_DEPTH,1.8057692307692308,1.8
8-NAR043.00,CHLa,4.8421666666666665,4.885833333333333
8-NAR043.00,NITROGEN_TOTAL,0.4075,0.4
8-NAR043.00,PHOSPHORUS_TOTAL,0.014705128205128206,0.014
8-NAR043.00,SECCHI_DEPTH,1.7871153846153847,1.7666666666666666
8-NAR047.69,CHLa,8.412900396825396,8.005833333333333
8-NAR047.69,NITROGEN_TOTAL,0.3921578947368421,0.37833333333333335
8-NAR047.69,PHOSPHORUS_TOTAL,0.015588095238095238,0.015714285714285715
8-NAR047.69,SECCHI_DEPTH,1.8145802005012532,1.7666666666666666
8-NAR054.17,CHLa,20.484245448179273,20.05
8-NAR054.17,NITROGEN_TOTAL,0.5786190476190476,0.5788333333333333
8-NAR054.17,PHOSPHORUS_TOTAL,0.03713585434173669,0.03666666666666667
8-NAR054.17,SECCHI_DEPTH,0.9197478991596639,0.8833333333333333
8-NAR058.01,CHLa,43.337757936507934,39.31166666666667
8-NAR058.01,NITROGEN_TOTAL,1.0326240079365079,1.0188095238095238
8-NAR058.01,PHOSPHORUS_TOTAL,0.08199900793650794,0.08273809523809525
8-NAR058.01,SECCHI_DEPTH,0.4672222222222222,0.43666666666666665
8-PLT001.34,CHLa,10.107777777777779,9.821666666666667
8-PLT001.34,NITROGEN_TOTAL,0.5476666666666666,0.505
8-PLT001.34,PHOSPHORUS_TOTAL,0.029166666666666667,0.03
8-PLT001.34,SECCHI_DEPTH,0.9255555555555556,0.9533333333333334
8-PMC002.13,CHLa,12.773742424242425,12.3125
8-PMC002.13,NITROGEN_TOTAL,0.45282575757575755,0.44666666666666666
8-PMC002.13,PHOSPHORUS_TOTAL,0.023106060606060606,0.022
8-PMC002.13,SECCHI_DEPTH,1.2887878787878788,1.25
8-PMC007.15,CHLa,38.85452233372688,39.17142857142857
8-PMC007.15,NITROGEN_TOTAL,0.8487121212121213,0.82
8-PMC007.15,PHOSPHORUS_TOTAL,0.05912832874196511,0.0575
8-PMC008.60,CHLa,38.095454545454544,40.333333333333336
8-PMC008.60,NITROGEN_TOTAL,1.3596969696969696,1.3233333333333333
8-PMC008.60,PHOSPHORUS_TOTAL,0.16696969696969696,0.16666666666666666
8-PMC008.60,SECCHI_DEPTH,0.2884090909090909,0.30833333333333335
9-NEW087.14,CHLa,6.87908024691358,6.963333333333333
9-NEW087.14,DIN,0.42566543209876545,0.43527777777777776
9-NEW087.14,NITROGEN_TOTAL,0.6986742424242425,0.7520833333333333
9-NEW087.14,PHOSPHORUS_TOTAL,0.02686604938271605,0.019083333333333334
9-NEW087.14,SECCHI_DEPTH,2.1422,2.2
9-NEW087.14,TSS,4.962280701754386,4.777777777777778
9-NEW089.34,CHLa,6.841654320987654,6.58
9-NEW089.34,DIN,0.4361451851851852,0.4077777777777778
9-NEW089.34,NITROGEN_TOTAL,0.6686515151515151,0.6858333333333333
9-NEW089.34,PHOSPHORUS_TOTAL,0.026002124183006535,0.02225
9-NEW089.34,SECCHI_DEPTH,2.0713333333333335,2.1333333333333333
9-NEW089.34,TSS,5.626495726495727,5
9-NEW092.66,CHLa,6.880783950617284,6.495
9-NEW092.66,DIN,0.46150296296296295,0.45
9-NEW092.66,NITROGEN_TOTAL,0.7225151515151516,0.755
9-NEW092.66,PHOSPHORUS_TOTAL,0.027573039215686275,0.02277777777777778
9-NEW092.66,SECCHI_DEPTH,1.9821604938271604,1.98
9-NEW092.66,TSS,6.08,5.083333333333333
9-NEW098.32,CHLa,7.464221306471306,7.144166666666667
9-NEW098.32,DIN,0.34939444711666934,0.35333333333333333
9-NEW098.32,NITROGEN_TOTAL,0.6979401154401155,0.7016666666666667
9-NEW098.32,PHOSPHORUS_TOTAL,0.06341146192776628,0.04711805555555555
9-NEW098.32,SECCHI_DEPTH,1.4007051282051282,1.385
9-NEW098.32,TSS,6.490338453433692,5.916666666666666
9-PKC000.00,CHLa,6.911944444444445,6.546666666666667
9-PKC000.00,DIN,0.4189529914529915,0.44222222222222224
9-PKC000.00,NITROGEN_TOTAL,0.6460075757575757,0.6392500000000001
9-PKC000.00,PHOSPHORUS_TOTAL,0.030238888888888888,0.025833333333333333
9-PKC000.00,SECCHI_DEPTH,1.9309615384615384,1.9
9-PKC000.00,TSS,6.434188034188034,5.583333333333333
9-PKC004.16,CHLa,8.702802469135802,8.026666666666667
9-PKC004.16,DIN,0.2589102564102564,0.255
9-PKC004.16,NITROGEN_TOTAL,0.6022045454545455,0.595
9-PKC004.16,PHOSPHORUS_TOTAL,0.04344047619047619,0.023333333333333334
9-PKC004.16,SECCHI_DEPTH,1.5487037037037037,1.46
9-PKC004.16,TSS,5.623717948717949,5.5
